Case,PosErr_mm,OriErr_deg,Iterations,Converged,NumCFSol,CFBestPosErr_mm,qTrue1,qTrue2,qTrue3,qTrue4,qTrue5,qTrue6,qInit1,qInit2,qInit3,qInit4,qInit5,qInit6,qSol1,qSol2,qSol3,qSol4,qSol5,qSol6
1,3.04824081216752e-05,1.70754729250319e-06,21,1,2,1.61227406043124e-12,-1.70820041188128,0.752366849458149,-0.379790559818322,0.873646498267534,1.40153838156937,0.376252786019276,-1.70790707518106,0.640330098162395,-0.440413093065799,0.873615737055598,1.44846068482908,0.455771479722106,-1.70820035649099,0.752366853483377,-0.379790522628175,0.873646521140514,1.40153833560051,0.376252783129131
2,8.30312727367304e-07,0,25,1,4,1.84193327513039e-12,-0.480010347838239,-1.16667802304092,-0.710237266669,1.60132309954799,-0.84039799534459,-0.467933120036162,-0.367120875868345,-1.29105911441114,-0.683913621633026,1.71916672718662,-0.911004536508095,-0.455238488865739,-0.48001034713768,-1.1666780252874,-0.710237260664662,1.60132309622574,-0.840397994304019,-0.467933115185833
3,6.11617141081782e-07,0,28,1,4,2.16859029935425e-12,1.64948532380108,-0.985968631010504,-0.192858589476773,0.978987861373488,0.495572681297491,-0.315178647287239,1.57221499633268,-0.988386115593331,-0.226268199669563,0.973071497548666,0.46046286639687,-0.226711923250758,1.64948532324258,-0.985968631549415,-0.192858590077991,0.978987865822291,0.495572681145985,-0.315178649166722
4,3.90239873847767e-07,0,34,1,3,1.83324736497952e-12,1.08310776391974,-0.499945850609098,-0.0846341868533564,-0.875545651491118,-0.138271736805274,-1.43696710397111,1.1243148469154,-0.533887857711653,-0.095343620198066,-0.818126730488665,-0.161050422676796,-1.33056574091656,1.08310776306754,-0.499945850072231,-0.0846341876831492,-0.875545629351184,-0.138271736841576,-1.43696712391556
5,2.42596587168394e-06,0,25,1,2,2.14706914534332e-12,-1.28832512415083,0.648080271091763,-0.415053749761803,-0.287532846538165,0.394022334954316,0.22388172710849,-1.31060792288851,0.517554133649981,-0.521799218001784,-0.232713522452331,0.40039599728305,0.27523641636763,-1.28832512371739,0.64808026074999,-0.415053735208394,-0.287532846665025,0.394022335196413,0.22388172857891
6,2.9367333464868e-07,1.20741826972573e-06,37,1,6,2.26526990529282e-12,1.83631437066083,0.491636589445665,-1.22706600566812,-0.747298456712221,0.27150179021929,-2.58889287776745,1.95804349368375,0.608149941975717,-1.13585486835613,-0.754544017540644,0.360900185127355,-2.68546788576638,1.83631437404715,0.491636591067454,-1.22706600769715,-0.747298504744249,0.27150179596602,-2.58889283243605
7,4.19190110608869e-06,1.20741826972573e-06,24,1,2,1.49802989663091e-12,-0.771129661470373,-0.0994584398061811,0.28750382303662,-0.0554168637029628,-1.0647347776397,-1.52925017622212,-0.817094782763679,-0.151708648472002,0.199932294458891,-0.0776955275460783,-1.07831675774491,-1.45728142612825,-0.771129649001804,-0.0994584448061338,0.287503820164272,-0.0554168513211565,-1.06473476696694,-1.52925019626241
8,2.62069033421919e-06,0,25,1,4,1.54561428015463e-12,1.19496016668921,0.0601802756032443,-0.330923927513488,1.08768776020713,1.13559046204185,1.70962946902496,1.27362539776347,0.175139359185986,-0.451179955392059,1.18603838779157,1.07709481119784,1.70328462981122,1.19496016415496,0.0601802851539769,-0.330923943829962,1.0876877604469,1.13559046491977,1.70962947769475
