Case,PosErr_mm,OriErr_deg,Iterations,Converged,NumCFSol,CFBestPosErr_mm,CFBestOriErr_deg,MaxLimitViol_deg,qTrue1,qTrue2,qTrue3,qTrue4,qTrue5,qTrue6,qInit1,qInit2,qInit3,qInit4,qInit5,qInit6,qSol1,qSol2,qSol3,qSol4,qSol5,qSol6
64,1.3745711206626e-07,0,46,1,2,5.52193270362465e-06,0,0,0,-0.32329184660411,-1.01728230386034,0.0507972977446423,-0.211722224352515,-0.218699317082147,0,-0.40961323023381,-0.912757834665514,0.100571731366667,-0.328214686871893,-0.282177697707096,9.5374356216383e-09,-0.323291847893583,-1.01728230043707,0.0507972384169905,-0.211722229804862,-0.218699266301755
65,4.62467191242185e-07,1.20741826972573e-06,23,1,1,2.26760940101721e-12,1.20741826972573e-06,0,0,0.470304330141201,-0.227791271354433,0.171845402430737,-1.62954418776712,-0.81429555060134,0,0.353503220034689,-0.329087129873404,0.214802764345054,-1.69904511760831,-0.908228316390794,4.85114777509473e-10,0.470304331268576,-0.227791272069005,0.171845403187426,-1.62954418742342,-0.814295548345261
66,7.13071508616357e-06,0,31,1,2,3.8441578392725e-06,1.20741826972573e-06,0,0,-1.0686364503902,0.977259571146482,0.794013030116819,-1.57898389691606,0.947687432896692,0,-1.08837269196821,1.01351307561713,0.855211,-1.45384674954952,1.06444979614015,-4.33160833221496e-08,-1.06863643143123,0.977259545382783,0.794013036780889,-1.57898386083937,0.947687459290537
67,8.30309285854859e-09,0,34,1,4,2.2301393428182e-12,0,0,0,-1.59658395699581,-1.30127588844934,0.806216484931922,1.80731714552972,0.316059896346615,0,-1.69974129789299,-1.31393258634089,0.779011285450181,1.75496186547824,0.335165498969515,-1.08142284578759e-09,-1.59658395548386,-1.30127589358371,0.806216472683403,1.80731714524702,0.316059891118132
68,4.14987029029756e-06,0,29,1,4,6.44417046113988e-06,0,0,0,0.43739744248037,-1.11486927087839,-1.12049833656251,-1.49182115525757,-0.136933245495979,0,0.453905468333469,-1.18838280482374,-1.2302030816917,-1.52645759244874,-0.109184470829982,-8.58177880935521e-09,0.437397473853334,-1.11486931988147,-1.12049832937913,-1.49182115547088,-0.136933223421311
69,9.06841236174061e-06,0,22,1,2,6.87435361065874e-06,0,0,0,0.798159758439061,-0.0436876216446953,0.401749668541279,1.04336697936232,0.316604094552975,0,0.757962861175758,0.0735245598231714,0.397353935290881,0.932584757287451,0.191082503786231,-3.31576784341162e-09,0.798159778878412,-0.0436876676416372,0.401749659921794,1.04336699394565,0.316604104637182
70,1.2117711468866e-06,0,25,1,2,2.3150650093441e-12,0,0,0,-0.917501182477889,-0.161191625906137,-0.875501080518905,-1.01490476288057,0.628945789776155,0,-0.847739346962517,-0.165488648184904,-0.94996285696949,-0.88553103119151,0.546387965818201,3.69288332404508e-09,-0.917501185280234,-0.161191624734946,-0.875501090031967,-1.01490476483241,0.628945794933249
71,6.50575076107554e-06,1.70754729250319e-06,32,1,1,4.60974610046188e-06,0,0,0,1.72868604665595,0.987758161926515,0.0517443946853438,1.24124920205179,-0.961579163207682,0,1.70572934223522,0.894602316983839,0.119841723977476,1.34456586286591,-1.00492011483396,-4.09404232465456e-08,1.72868605967373,0.98775817278314,0.0517443608304655,1.241249153176,-0.961579136248227
72,2.28186203319309e-07,0,29,1,2,1.19609228840801e-05,1.20741826972573e-06,0,0,-0.601477696757504,0.291783888983636,0.802329784416598,1.74741724659923,-0.979881143532083,0,-0.492384233681575,0.22953789187818,0.816395334180897,1.7821706302759,-1.09624878108687,5.46855983495797e-09,-0.601477694480332,0.291783884942957,0.802329772374335,1.74741725202587,-0.979881146021594
73,3.00383793882968e-06,0,609,1,2,3.31037604084672e-12,0,1.01581953334494,0,-1.93758939546294,-1.26876268378544,0.628344790186035,0.67836873513076,-0.274948277232627,0,-1.9392544000064,-1.32410482321022,0.713602247460231,0.599429454570435,-0.3150268147973,-3.2142782538517e-09,-1.85819669810189,-1.41729802441121,-2.55933931225224,-0.735249358754671,2.92722377077412
74,0.525446510524866,0.00212558570641782,1500,0,0,NaN,NaN,0.126071592229933,0,-1.92206036437764,-0.246655651220896,-1.20681600742823,1.28641414675478,-0.772475884925301,0,-1.87439673241832,-0.185874583802305,-1.2126102429901,1.1719286679545,-0.750128274666244,-9.85276373106949e-07,-1.91986,-0.24973552997059,1.93502580573911,-1.28676409914729,-3.91492686651405
